| 2012/08/28 12:41:30 PM |          0 | 31.35 |           0.0 |         1 |        6 |       -15 |        27 |        -70 |        -10 |        16.0 |                     none |                                            - |        none |         none |               none |    68822.06 |
| 2012/08/28 12:42:30 PM |          0 | 31.35 |           0.0 |        -5 |       -3 |       -15 |        25 |        -63 |        -11 |        11.0 |                     none |                                            - |        none |         none |               none |    73810.35 |
| 2012/08/28 12:43:30 PM |          0 | 31.36 |         +0.01 |        -9 |       -9 |       -14 |        23 |        -43 |        -11 |         7.0 |                     none |                                            - |        none |         none |               none |    73810.35 |
| 2012/08/28 12:44:30 PM |          0 | 31.37 |         +0.01 |       -11 |      -23 |       -11 |        22 |        -25 |        -11 |         0.0 |                     none |                                            - |        none |         none |               none |    73810.35 |
| 2012/08/28 12:45:30 PM |          0 | 31.37 |           0.0 |       -12 |      -25 |       -11 |        22 |        -14 |        -11 |        -1.0 |                     none |                                            - |        none |         none |               none |    68823.38 |
| 2012/08/28 12:46:30 PM |          0 | 31.37 |           0.0 |       -10 |      -25 |       -11 |        21 |         -5 |        -10 |        -2.0 |                     none |                                            - |        none |         none |               none |    73832.17 |
| 2012/08/28 12:47:30 PM |          0 | 31.38 |         +0.01 |        -8 |      -27 |        -8 |        21 |          0 |         -9 |        -3.0 |                     none |                                            - |        none |         none |               none |    73832.17 |
| 2012/08/28 12:48:30 PM |          3 | 31.37 |         -0.01 |        -6 |      -16 |        -8 |        22 |          9 |         -9 |         3.0 |                     none |                                            - |        none |         none |               none |    73832.17 |
| 2012/08/28 12:49:30 PM |          0 | 31.37 |           0.0 |        -6 |      -17 |        -8 |        22 |          9 |         -8 |         2.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
| 2012/08/28 12:50:30 PM |          0 | 31.37 |           0.0 |        -6 |      -17 |        -8 |        22 |          7 |         -7 |         2.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
| 2012/08/28 12:51:30 PM |          0 | 31.37 |           0.0 |        -5 |      -16 |        -7 |        22 |          7 |         -6 |         3.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
| 2012/08/28 12:52:30 PM |          0 | 31.37 |           0.0 |        -4 |      -12 |        -7 |        23 |          6 |         -5 |         5.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
| 2012/08/28 12:53:30 PM |          0 | 31.37 |           0.0 |        -4 |      -12 |        -7 |        23 |         10 |         -4 |         5.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
